product_id,total_facturado,n_ventas,cantidad_total_vendida,n_clientes_unicos,n_devoluciones
4801,7955.22,2,78,2,0
4802,5418.00,4,84,4,1
4803,2344.33,4,67,4,1
4804,616.00,1,4,1,0
4805,5372.00,2,34,2,0
4806,22302.00,4,118,4,2
4807,11008.00,2,64,2,1
4809,753.30,1,27,1,0
4810,39120.00,5,120,5,0
4811,1679.44,3,56,3,0
4812,96.11,1,7,1,1
4813,3604.00,3,53,3,0
4814,4381.44,3,84,3,0
4815,875.16,2,34,2,0
4816,7878.00,3,101,3,1
4818,3351.60,2,70,2,1
4819,7938.00,2,81,2,1
4820,11709.60,3,82,3,1
4821,9322.00,2,59,2,2
4822,20698.00,4,131,4,2
4823,11440.00,3,88,3,3
4824,3791.76,2,24,2,0
4825,5795.54,1,46,1,1
4826,7182.00,2,42,2,0
4827,4819.00,2,61,2,1
4828,13072.00,3,76,3,0
4829,660.00,2,44,2,0
4830,6048.00,1,36,1,0
4831,135.92,1,8,1,0
4832,47.88,1,1,1,0
4833,3941.60,1,26,1,0
4834,880.00,1,8,1,0
4835,13602.60,6,108,6,0
4836,5830.00,3,53,3,1
4837,776.79,1,21,1,0
4840,11000.00,4,100,4,0
4842,6225.55,3,89,3,0
4843,15840.00,3,80,3,1
4844,15048.00,4,152,4,1
4845,9889.00,2,31,2,0
4846,3351.60,2,42,2,1
4847,4274.75,1,25,1,0
4849,588.00,1,6,1,1
4850,12870.00,2,65,2,1
4851,4108.00,4,104,4,1
4852,1774.52,3,74,3,1
4853,12065.74,6,142,6,2
4854,1949.61,1,39,1,0
4855,6314.00,1,41,1,0
4857,1372.00,1,14,1,0
4858,857.50,1,35,1,1
4859,6486.00,1,47,1,0
4860,4012.00,1,34,1,0
4861,12006.00,4,87,4,1
4862,1784.49,2,51,2,0
4863,2757.00,3,60,3,0
4864,973.00,1,7,1,0
4865,667.50,1,15,1,1
4866,880.00,1,8,1,0
4867,2092.50,1,31,1,0
4868,1987.46,2,43,2,1
4869,36570.00,7,265,7,1
4870,2559.20,2,80,2,0
4871,3745.30,3,43,3,0
4872,239.94,1,6,1,0
4873,2940.00,1,30,1,1
4874,6044.07,3,93,3,0
4875,973.00,1,14,1,0
4876,12816.00,3,72,3,1
4877,3390.00,3,113,3,0
4878,2942.24,2,56,2,1
4879,9172.35,5,153,5,2
4880,7854.00,3,77,3,3
4881,3553.00,1,17,1,1
4882,5326.50,2,67,2,0
4884,5984.00,3,88,3,1
4885,1711.00,1,29,1,0
4886,1050.00,1,42,1,0
4888,1378.08,1,48,1,0
4889,2319.20,2,80,2,1
4890,1667.16,2,22,2,0
4891,3401.00,1,19,1,0
4892,2659.24,3,76,3,1
4893,3168.00,1,32,1,0
4894,1470.24,1,36,1,0
4895,1389.24,2,36,2,1
4896,12615.00,4,145,4,2
4898,3519.36,2,64,2,0
4902,623.70,1,7,1,0
4903,19092.00,5,111,5,1
4904,8722.00,2,49,2,0
4906,3332.00,2,34,2,1
4907,6716.92,4,149,4,1
4908,2133.00,2,27,2,1
4909,5758.72,5,128,5,1
4910,3690.00,3,45,3,1
4911,2919.27,2,73,2,0
4913,12869.35,2,65,2,0
4914,2512.80,3,72,3,1
4915,2293.50,1,33,1,1
4916,947.04,1,16,1,0
4918,675.00,1,5,1,0
4919,3357.60,1,48,1,0
4921,11682.00,2,59,2,1
4922,2046.00,2,11,2,0
4923,9472.00,2,64,2,1
4924,8619.00,2,51,2,0
4926,10360.00,4,74,4,0
4927,476.00,1,7,1,0
4928,6930.00,1,35,1,0
4929,4950.00,2,25,2,0
4930,7310.01,4,139,4,0
4931,1889.58,2,42,2,0
4932,791.88,1,12,1,0
4933,3439.20,4,80,4,0
4934,7267.00,2,43,2,0
4935,6060.60,2,74,2,2
4936,973.00,1,14,1,0
4937,8192.80,5,112,5,0
4938,7544.00,2,92,2,0
4939,305.82,1,18,1,0
4940,1855.71,1,29,1,0
4941,3848.00,2,37,2,2
4942,6664.00,2,68,2,1
4943,7417.50,1,46,1,1
4944,1049.70,1,30,1,0
4945,19536.00,4,132,4,2
4946,1750.00,3,70,3,1
4947,1063.81,2,19,2,1
4948,1575.20,2,88,2,0
4949,5439.32,3,68,3,1
4950,3264.00,3,51,3,0
4951,1104.00,1,12,1,0
4952,3079.12,3,88,3,2
4953,1432.00,1,8,1,0
4954,435.00,1,29,1,0
4955,19600.00,3,100,3,1
4956,1356.60,2,17,2,0
4957,1756.36,2,38,2,1
4958,527.88,1,12,1,0
4959,1140.00,1,12,1,0
4960,960.00,1,8,1,0
4962,6641.46,2,54,2,1
4963,1200.00,1,48,1,0
4965,5046.00,3,87,3,0
4967,2299.00,1,11,1,0
4968,14520.00,3,80,3,1
4970,6831.00,2,69,2,0
4971,11880.00,3,120,3,2
4972,1380.00,2,30,2,0
4973,9675.00,1,45,1,0
4974,4884.00,2,66,2,1
4975,6370.00,3,65,3,1
4976,4325.00,2,25,2,0
4977,2069.54,2,46,2,0
4978,2632.50,2,45,2,1
4979,1962.75,3,75,3,0
4980,3708.04,2,68,2,0
4981,9176.00,2,62,2,0
4982,12433.92,4,96,4,0
4983,1652.43,3,57,3,0
4985,4962.32,3,88,3,0
4986,370.50,1,13,1,1
4987,2734.20,5,98,5,3
4988,9996.00,4,102,4,0
4990,5232.00,3,96,3,1
4991,1618.20,1,45,1,0
4992,2515.50,1,43,1,1
4993,899.82,1,18,1,0
4995,5907.00,1,33,1,0
4996,9225.00,1,41,1,0
4997,3107.07,3,79,3,0
4998,1659.00,2,42,2,1
4999,9702.00,4,99,4,0
5001,4356.00,2,33,2,0
5002,3069.00,3,62,3,1
5003,3485.00,1,41,1,0
5004,2359.41,3,59,3,1
5005,2569.56,1,46,1,0
5007,3042.00,1,18,1,0
5008,5846.00,3,74,3,1
5009,1053.00,2,18,2,0
5010,9464.00,2,56,2,1
5011,5180.00,1,28,1,1
5012,5236.00,4,77,4,0
5013,11550.00,4,77,4,1
5014,7332.00,1,39,1,0
5015,769.65,2,35,2,0
5016,2279.62,1,38,1,1
5017,1179.36,2,16,2,0
5018,3876.00,3,57,3,0
5019,1479.75,1,25,1,0
5020,2496.00,1,12,1,1
5021,3950.10,2,57,2,0
5022,2966.57,2,43,2,0
5024,2092.50,2,75,2,0
5025,5847.66,3,78,3,1
5026,944.79,1,21,1,0
5027,13179.00,2,69,2,1
5029,1264.00,1,16,1,0
5030,16574.88,3,112,3,0
5031,1677.90,2,51,2,1
5033,5767.00,3,73,3,0
5034,1989.30,2,57,2,2
5035,20020.00,4,130,4,3
5036,6909.00,1,49,1,0
5037,4657.50,5,135,5,1
5039,2364.57,1,43,1,0
5040,1056.00,1,24,1,0
5041,2924.35,2,65,2,1
5042,3059.32,3,68,3,1
5043,444.00,2,4,2,0
5044,21164.00,4,143,4,1
5045,12276.00,3,62,3,0
5046,4717.57,5,143,5,0
5047,629.55,1,9,1,0
5052,25102.00,2,77,2,1
5053,5886.00,2,54,2,2
5054,8432.00,4,124,4,1
5055,4590.00,1,45,1,1
5056,41580.00,5,140,5,3
5057,1078.17,2,83,2,0
5058,7764.45,3,111,3,2
5059,999.75,1,25,1,1
5060,1308.15,3,57,3,0
5061,9918.00,4,57,4,0
5062,10780.00,2,77,2,1
5063,8549.50,2,50,2,0
5064,7098.00,1,42,1,0
5066,600.00,1,24,1,0
5067,17184.00,3,96,3,2
5068,3779.79,1,21,1,0
5069,60.80,1,1,1,1
5070,2970.00,2,22,2,1
5071,12810.00,4,122,4,0
5072,2679.33,3,67,3,0
5073,5535.00,2,41,2,1
5074,1052.19,3,81,3,1
5075,1630.80,2,45,2,0
5076,10478.00,3,62,3,0
5078,3886.00,2,67,2,1
5079,1024.00,3,50,3,1
5080,4450.50,3,129,3,1
5083,175.16,2,4,2,2
5084,7138.98,3,102,3,0
5085,1242.00,4,23,4,4
5086,4397.50,2,50,2,1
5087,4738.50,3,81,3,2
5089,3656.47,3,53,3,1
5091,184.00,1,2,1,1
5092,2000.00,5,80,5,0
5093,5330.00,2,41,2,0
5094,6181.05,3,89,3,2
5095,7303.00,2,67,2,1
5097,4398.90,3,110,3,0
5098,5356.00,5,103,5,1
5100,629.86,1,14,1,0
5101,6240.00,5,130,5,0
5102,2693.28,4,62,4,2
5103,4238.94,5,106,5,1
5104,625.00,2,25,2,1
5105,6638.34,5,166,5,1
5106,2948.00,3,67,3,1
5107,1414.70,2,43,2,0
5108,5376.00,5,84,5,0
5109,233.87,1,13,1,0
5111,1440.00,1,40,1,1
5113,1560.00,2,52,2,0
5115,139.50,1,5,1,0
5116,960.00,2,24,2,1
5117,125.00,1,5,1,0
5118,629.82,2,18,2,0
5119,4358.91,3,109,3,0
5121,1255.50,3,45,3,1
5122,1379.40,3,60,3,0
5123,2067.00,1,26,1,0
5124,1776.00,2,37,2,1
5125,1874.25,3,75,3,1
5126,1496.64,1,24,1,0
5127,1036.00,1,37,1,0
5129,279.92,1,8,1,0
5130,2664.66,2,89,2,1
5131,3650.34,5,166,5,1
5132,2235.48,2,52,2,1
5134,375.00,1,15,1,1
5135,2176.00,1,32,1,0
5136,1556.40,3,120,3,0
5137,4214.00,1,43,1,1
5138,1959.51,2,49,2,1
5139,1103.52,1,48,1,1
5140,2699.10,5,90,5,3
5141,9768.00,3,66,3,0
5142,1350.00,1,27,1,0
5143,241.40,2,20,2,0
5145,4278.00,2,62,2,1
5146,3996.00,1,37,1,0
5147,9028.00,3,61,3,0
5148,1814.45,2,55,2,0
5149,1745.00,1,50,1,0
5150,543.90,1,49,1,0
5151,999.75,2,25,2,0
5152,1960.00,2,49,2,0
5153,1679.58,2,42,2,0
5154,235.80,1,10,1,0
5155,209.94,2,6,2,1
5156,5456.00,4,124,4,1
5157,1679.52,1,48,1,0
5158,1096.70,3,110,3,1
5159,1769.41,2,59,2,0
5161,1715.12,2,44,2,0
5162,2475.00,1,50,1,1
5164,3255.00,3,105,3,1
5165,1097.80,1,44,1,0
5166,9604.00,3,98,3,1
5167,1650.00,1,33,1,0
5168,614.46,2,11,2,1
5169,1724.31,2,69,2,0
5170,724.13,1,29,1,0
5171,390.83,1,17,1,0
5172,4068.90,3,110,3,2
5173,5315.20,3,110,3,2
5175,16660.00,4,140,4,1
5176,1508.50,1,50,1,0
5177,4758.30,4,90,4,1
5178,5632.00,3,64,3,0
5179,2473.38,3,78,3,2
5180,2503.33,5,167,5,2
5181,358.05,1,31,1,0
5182,2039.32,4,68,4,2
5185,439.45,2,11,2,0
5186,1362.53,2,47,2,1
5187,892.80,1,32,1,0
5188,1607.70,1,46,1,1
5189,1892.00,1,43,1,0
5191,300.93,1,7,1,0
5192,1919.36,2,64,2,2
5193,19397.00,7,163,7,3
5194,2224.11,3,89,3,0
5195,974.61,2,39,2,1
5196,3436.50,4,87,4,2
5197,4050.00,3,90,3,1
5198,3318.00,2,42,2,0
5200,2549.49,2,51,2,0
5202,1217.71,2,29,2,1
5203,1600.00,2,64,2,1
5204,1034.55,1,45,1,0
5205,3309.70,4,46,4,2
5206,31086.00,6,157,6,1
5207,1319.56,2,44,2,0
5208,79.98,1,2,1,0
5209,447.50,1,5,1,0
5210,99.00,1,2,1,0
5212,300.00,1,20,1,0
5213,98450.00,3,110,3,2
5214,1141.36,4,88,4,1
5215,240.50,1,13,1,0
5218,1514.95,3,41,3,0
5219,1127.53,2,47,2,1
5220,3826.11,3,89,3,1
5221,5890.00,3,31,3,0
5222,474.44,2,29,2,0
5224,1587.35,2,53,2,1
5225,72.40,1,8,1,0
5226,725.00,2,29,2,1
5227,119.97,1,3,1,0
5228,1443.00,2,37,2,1
5229,129.10,1,10,1,0
5230,239.88,1,12,1,0
5231,4606.00,1,47,1,0
5232,4468.51,5,149,5,3
5233,669.60,2,10,2,0
5234,4350.00,3,50,3,2
5235,9028.00,2,61,2,0
5236,1176.00,2,49,2,1
5237,4880.00,5,122,5,0
5238,4542.50,4,115,4,1
5239,499.75,1,25,1,0
5240,1174.53,1,47,1,0
5241,1903.32,4,68,4,3
5242,3160.00,3,79,3,2
5243,2424.03,3,97,3,1
5244,6072.00,4,88,4,0
5245,8643.00,2,67,2,2
5246,3315.85,3,83,3,2
5247,779.74,2,26,2,1
5248,1458.00,1,27,1,0
5251,5214.00,2,66,2,2
5252,250.00,1,10,1,0
5253,3937.14,6,207,6,1
5254,119.97,1,3,1,0
5255,794.64,2,21,2,0
5259,1039.48,2,52,2,0
5260,1006.88,2,56,2,1
5261,769.86,1,14,1,1
5262,938.34,1,26,1,1
5264,489.51,2,49,2,1
5265,397.02,1,6,1,0
5268,2798.60,6,140,6,1
5269,2616.00,2,24,2,0
5270,1600.00,2,64,2,0
5271,1500.70,2,43,2,0
5272,900.00,1,36,1,0
5273,2012.67,2,33,2,0
5274,11095.56,4,148,4,1
5275,5404.08,4,92,4,0
5277,5652.50,2,95,2,1
5279,900.00,1,36,1,0
5280,6072.00,3,88,3,2
5281,2990.52,3,54,3,2
5282,5128.86,3,114,3,2
5283,10812.00,4,136,4,2
5284,2208.30,1,34,1,0
5285,4958.00,2,67,2,2
5286,6889.47,2,53,2,0
5287,9112.00,2,34,2,1
5288,1198.00,1,40,1,0
5290,1809.10,4,79,4,0
5293,784.00,1,28,1,0
5294,1974.21,3,79,3,1
5295,3128.40,2,55,2,1
5296,1199.00,3,100,3,1
5297,11340.00,2,63,2,0
5298,1769.41,2,59,2,0
5299,2009.33,4,67,4,1
5300,2308.88,4,124,4,0
5301,2525.00,3,101,3,1
5302,5482.62,3,99,3,1
5303,5802.61,7,187,7,4
5304,574.77,2,23,2,2
5305,625.00,1,25,1,0
5307,2496.00,2,32,2,1
5308,5280.00,2,30,2,2
5309,712.69,1,31,1,0
5310,1199.70,1,30,1,1
5311,3138.27,2,73,2,0
5312,3499.00,4,100,4,1
5315,4278.93,4,107,4,0
5316,2579.40,3,60,3,0
5318,7886.70,4,127,4,2
5319,8058.00,3,102,3,0
5320,907.83,1,21,1,0
5321,4896.00,3,102,3,2
5322,1666.00,1,49,1,0
5323,18432.00,3,64,3,0
5324,6291.56,2,44,2,1
5325,7906.85,5,133,5,2
5326,1925.00,4,77,4,1
5329,5148.00,3,52,3,1
5330,8118.88,5,112,5,1
5332,41700.00,4,60,4,1
5333,2943.00,1,27,1,0
5334,251.88,1,6,1,1
5336,1800.00,2,72,2,0
5337,2712.86,4,101,4,1
5338,1349.10,2,30,2,1
5339,1537.80,2,44,2,0
5340,2225.00,2,89,2,0
5341,4802.00,2,49,2,1
5342,1989.35,2,55,2,1
5343,1218.00,1,21,1,0
5344,4545.00,3,101,3,1
5345,1896.00,2,48,2,0
5346,479.84,2,16,2,1
5347,1691.00,1,38,1,1
5348,1467.78,4,102,4,1
5349,1800.00,2,72,2,0
5350,2078.00,2,40,2,0
5351,1713.66,3,78,3,1
5352,1375.00,2,55,2,0
5353,4620.00,3,110,3,0
5354,4139.31,3,69,3,2
5355,3002.00,1,38,1,0
5356,6143.04,1,48,1,1
5357,1259.55,1,45,1,0
5358,5413.04,5,142,5,0
5359,275.00,1,11,1,0
5360,1990.85,1,29,1,0
5361,1799.70,3,30,3,1
5362,2376.00,2,54,2,1
5363,5329.18,3,82,3,1
5364,791.64,1,36,1,0
5365,433.50,2,25,2,0
5366,854.43,2,57,2,0
5367,4687.00,1,43,1,1
5368,8217.00,3,83,3,0
5369,1292.85,1,39,1,1
5370,441.00,1,3,1,0
5372,3976.02,2,54,2,1
5373,1439.52,1,48,1,1
5374,6577.65,1,47,1,0
5375,14453.00,3,97,3,0
5376,5934.00,4,129,4,1
5377,1525.00,2,61,2,2
5378,7678.08,6,192,6,2
5379,3739.32,3,68,3,1
5380,6802.00,3,76,3,0
5381,1035.00,2,15,2,1
5382,2219.63,2,37,2,0
5383,10365.75,3,85,3,0
5384,3717.70,3,113,3,0
5385,3499.72,1,28,1,0
5386,9450.00,4,126,4,1
5387,536.00,2,50,2,0
5388,4497.50,1,50,1,0
5389,1175.00,1,47,1,0
5390,2174.74,4,59,4,0
5391,908.16,3,86,3,2
5392,1080.77,1,23,1,0
5393,479.84,1,16,1,0
5394,2621.43,2,57,2,0
5395,652.50,1,29,1,0
5396,2773.00,2,47,2,1
5397,1117.96,2,19,2,0
5398,1644.50,2,55,2,2
5399,2208.20,4,122,4,2
5400,4116.00,3,49,3,1
5401,4048.00,3,88,3,1
5402,3176.16,1,48,1,0
5403,1050.57,3,81,3,0
5404,5968.56,3,104,3,2
5405,2359.41,4,59,4,1
5406,10260.00,2,90,2,1
5407,1159.71,1,29,1,1
5408,4165.00,2,85,2,1
5409,8518.58,4,142,4,1
5410,2508.00,4,76,4,1
5411,924.00,2,66,2,2
5412,1750.00,1,35,1,0
5413,1149.54,2,46,2,1
5414,7748.45,4,155,4,1
5415,1620.00,2,15,2,0
5416,1159.71,2,29,2,0
5417,2806.96,3,104,3,1
5418,1760.00,3,40,3,0
5419,479.88,1,12,1,1
5420,2205.00,2,45,2,2
5421,639.80,2,20,2,1
5422,4368.00,3,91,3,0
5423,2475.00,5,99,5,2
5424,2450.00,4,98,4,1
5425,6497.32,4,127,4,3
5426,1169.61,2,39,2,1
5427,629.79,1,21,1,0
5428,7201.74,3,91,3,2
5429,1540.00,2,35,2,0
5430,5720.00,3,65,3,3
5431,3344.00,3,76,3,2
5432,1402.72,2,88,2,0
5433,990.29,2,49,2,1
5434,629.82,1,18,1,1
5435,3344.00,4,76,4,1
5437,5984.00,2,68,2,2
5438,4732.90,5,94,5,1
5439,1600.00,4,64,4,1
5440,1203.57,3,43,3,0
5441,2112.00,1,24,1,1
5442,1980.00,1,44,1,0
5443,879.20,1,16,1,1
5444,7055.00,3,83,3,1
5445,1118.60,2,28,2,1
5446,550.00,1,22,1,0
5447,4418.00,2,47,2,0
5448,2745.00,3,75,3,2
5449,491.70,2,33,2,2
5450,625.00,1,25,1,0
5451,524.85,1,15,1,0
5452,30739.75,6,205,6,0
5453,497.88,2,27,2,1
5454,143.76,1,12,1,0
5455,3476.22,4,138,4,0
5456,4400.00,2,50,2,0
5457,515.85,3,57,3,0
5458,4512.69,4,87,4,3
5459,2078.37,3,63,3,0
5460,5012.00,2,56,2,0
5461,26058.00,6,202,6,1
5462,1119.68,1,32,1,0
5463,725.00,1,29,1,0
5465,1859.38,2,62,2,0
5467,2719.68,1,32,1,0
5468,6667.00,3,113,3,2
5469,1679.16,3,84,3,1
5470,3366.00,3,68,3,0
5471,1519.05,1,19,1,1
5472,2489.20,3,127,3,2
5474,1124.55,1,45,1,0
5475,1847.34,3,66,3,1
5476,8045.73,3,99,3,0
5477,1125.00,2,45,2,0
5478,1333.82,1,17,1,0
5479,2075.62,2,59,2,2
5480,4360.23,2,63,2,1
5481,2175.00,3,87,3,0
5483,2069.31,2,69,2,1
5484,570.70,1,13,1,0
5485,5983.29,6,171,6,3
5486,4792.32,3,78,3,0
5487,540.80,2,32,2,1
5488,239.80,1,20,1,1
5489,1683.00,2,34,2,1
5490,1425.48,3,84,3,2
5491,8771.00,3,49,3,0
5493,4475.00,6,179,6,3
5494,234.08,1,22,1,0
5496,6408.00,2,72,2,1
5498,1450.00,2,58,2,1
5499,2659.24,3,76,3,0
5500,4056.00,3,52,3,0
5501,580.26,5,57,5,0
5502,4166.40,3,70,3,2
5503,6600.00,2,60,2,0
5504,2041.20,3,81,3,1
5505,759.00,1,3,1,0
5507,2510.84,1,41,1,1
5508,877.36,2,88,2,1
5509,950.00,1,38,1,0
5510,7542.36,8,164,8,2
5511,1800.00,1,45,1,0
5512,1055.01,1,23,1,0
5513,5459.09,3,91,3,0
5514,9418.43,5,157,5,0
5515,584.87,1,13,1,0
5516,11216.70,2,66,2,0
5517,991.90,3,70,3,0
5518,3998.07,2,93,2,1
5519,6235.46,3,77,3,1
5520,2478.76,3,62,3,0
5521,1597.77,3,41,3,0
5522,1232.00,1,28,1,0
5523,1150.00,3,46,3,0
5524,1707.72,2,28,2,0
5525,5424.00,6,113,6,2
5528,19.61,1,1,1,0
5529,3697.14,3,86,3,0
5530,1633.62,3,38,3,0
5531,859.80,1,20,1,1
5532,6543.81,3,119,3,2
5533,4933.11,4,139,4,1
5534,1465.10,1,35,1,0
5536,2312.10,2,30,2,0
5537,2029.30,3,70,3,1
5538,3077.43,2,57,2,1
5539,1876.68,2,52,2,0
5540,4320.00,4,108,4,2
5541,1281.93,1,19,1,0
5542,9009.60,1,48,1,0
5543,5803.20,1,39,1,0
5545,1495.32,2,68,2,0
5546,2025.00,3,81,3,0
5548,4013.75,5,95,5,3
5549,6494.55,4,145,4,2
5550,3570.00,3,85,3,1
5551,1917.48,2,38,2,1
5552,4901.00,3,50,3,0
5553,699.86,1,14,1,0
5554,6298.95,3,105,3,2
5555,2856.00,2,51,2,1
5556,33968.00,5,176,5,1
5557,786.50,3,65,3,1
5558,3009.75,3,75,3,3
5559,2309.34,2,66,2,1
5561,1379.40,4,114,4,3
5562,1225.00,1,49,1,0
5563,1306.80,1,44,1,0
5564,1918.84,3,98,3,1
5565,6758.78,5,161,5,0
5566,2328.99,3,87,3,0
5567,5872.65,2,47,2,1
5569,1149.50,2,55,2,1
5570,984.00,2,41,2,0
5571,9460.00,2,55,2,0
5572,4968.00,3,108,3,1
5574,6238.44,5,156,5,3
5576,2876.61,1,33,1,1
5577,759.11,2,67,2,1
5578,3045.00,3,60,3,2
5579,6659.63,1,37,1,0
5580,1529.66,1,34,1,0
5581,425.00,2,17,2,2
5582,3284.27,2,73,2,0
5583,3564.00,2,81,2,1
5584,2215.36,2,32,2,1
5585,2728.00,2,62,2,0
5586,2071.00,1,38,1,0
5587,632.00,1,8,1,0
5588,1896.50,1,50,1,1
5589,8053.92,5,136,5,2
5590,714.42,1,14,1,1
5591,2708.80,1,32,1,0
5592,385.60,1,10,1,1
5593,23809.52,7,238,7,1
5595,4139.31,3,69,3,1
5597,2844.00,2,36,2,1
5598,19500.00,4,130,4,1
5599,460.26,1,18,1,0
5600,1972.12,2,47,2,1
5601,52.71,1,1,1,1
5602,1108.15,1,37,1,0
5604,8069.49,4,117,4,0
5605,1625.00,2,65,2,0
5606,1760.00,2,55,2,2
5607,3380.28,1,17,1,0
5608,7325.78,4,71,4,3
5609,1335.36,2,78,2,1
5610,3952.00,2,26,2,2
5611,858.97,1,49,1,1
5612,1060.18,3,61,3,1
5613,308.00,2,7,2,1
5614,759.80,1,20,1,0
5615,2429.19,3,81,3,1
5616,599.80,1,20,1,0
5617,4350.50,5,113,5,3
5618,1567.51,2,49,2,0
5619,577.50,1,21,1,1
5621,6210.00,2,90,2,0
5622,12675.00,2,75,2,0
5623,1632.00,2,48,2,1
5625,774.75,1,25,1,0
5626,6831.00,3,69,3,1
5628,10698.93,3,107,3,1
5630,1325.00,2,53,2,0
5631,4255.74,3,54,3,1
5632,2044.00,1,28,1,0
5633,2239.36,2,64,2,0
5636,3881.28,3,78,3,0
5637,4662.00,2,63,2,0
5638,596.40,2,40,2,1
5639,3103.85,3,115,3,2
5640,1949.35,3,65,3,1
5641,1710.50,1,50,1,0
5642,432.30,1,30,1,0
5643,1079.64,1,36,1,1
5644,1190.85,4,85,4,2
5645,866.78,3,38,3,0
5646,71.28,1,9,1,0
5647,3719.69,1,31,1,0
5648,459.27,1,7,1,1
5649,2250.00,3,90,3,0
5650,8624.31,2,69,2,1
5651,2312.35,3,103,3,2
5652,8319.00,6,141,6,2
5653,2048.20,3,76,3,1
5655,889.09,3,67,3,2
5656,11388.66,4,134,4,0
5659,1953.12,2,39,2,0
5661,6864.00,3,88,3,0
5662,1095.00,4,73,4,3
5663,2377.05,6,159,6,1
5664,632.00,1,8,1,0
5665,5001.40,2,85,2,1
5666,1150.00,2,46,2,2
5667,298.87,1,13,1,0
5668,324.00,1,3,1,0
5669,1988.00,4,71,4,1
5670,1499.25,3,75,3,0
5671,3950.00,1,50,1,0
5672,1318.80,1,24,1,0
5674,12852.00,5,119,5,1
5675,858.90,3,70,3,2
5676,2562.02,4,106,4,1
5677,813.96,3,68,3,2
5678,7776.00,2,72,2,0
5679,15223.55,6,145,6,1
5680,971.88,4,84,4,1
5681,4304.52,3,99,3,1
5682,131.70,1,6,1,0
5683,6072.00,4,88,4,1
5684,6663.66,5,139,5,1
5685,4549.09,3,91,3,1
5686,753.09,1,13,1,0
5687,4900.00,1,50,1,0
5688,3898.72,4,118,4,1
5689,351.00,2,9,2,1
5690,11998.80,4,120,4,2
5691,1259.58,1,42,1,0
5692,3906.00,2,62,2,1
5693,2699.10,4,90,4,2
5694,5104.00,3,116,3,2
5695,11088.00,5,126,5,2
5696,1583.64,1,36,1,0
5697,833.72,2,76,2,1
5698,1039.84,5,97,5,0
5699,716.54,1,11,1,1
5700,1440.16,1,16,1,0
5702,15408.80,5,103,5,1
5703,9504.00,3,108,3,2
5705,2010.00,3,67,3,0
5706,11726.00,5,143,5,2
5707,4576.00,2,52,2,1
5708,1781.44,2,38,2,0
5709,650.00,1,26,1,1
5710,1740.66,5,134,5,0
5711,1419.29,3,71,3,2
5712,4956.00,3,118,3,0
5713,896.31,3,69,3,0
5714,289.00,1,34,1,0
5715,1554.00,1,37,1,0
5716,1050.70,4,133,4,1
5717,450.45,2,55,2,0
5718,924.00,1,22,1,1
5719,879.60,1,40,1,0
5720,190.00,1,19,1,0
5721,7808.00,4,122,4,0
5722,9798.00,2,71,2,1
5723,2294.00,2,31,2,0
5725,524.58,1,42,1,0
5726,174.75,1,25,1,0
5727,1140.00,2,30,2,1
5728,3723.72,2,66,2,0
5729,1595.00,3,110,3,0
5730,818.37,2,63,2,1
5731,1727.64,1,36,1,0
5732,258.63,1,37,1,0
5733,51.60,1,6,1,0
5734,1949.35,2,65,2,2
5735,2231.00,3,97,3,3
5736,401.76,3,48,3,1
5737,103.35,2,13,2,0
5738,739.63,2,37,2,1
5739,576.20,2,67,2,2
5741,1091.35,3,73,3,0
5742,923.16,2,84,2,0
5743,885.60,1,30,1,0
5744,180.70,1,13,1,0
5745,606.30,3,94,3,1
5746,450.00,1,15,1,0
5747,1199.60,2,40,2,1
5748,2773.89,5,111,5,0
5749,370.14,2,31,2,1
5751,1677.72,3,123,3,0
5753,2529.45,2,55,2,0
5754,3864.25,3,65,3,0
5755,516.53,2,47,2,0
5756,1439.55,1,45,1,0
5757,239.88,1,12,1,0
5758,227.88,1,12,1,0
5760,782.88,3,112,3,1
5761,3066.82,3,118,3,1
5762,287.64,1,36,1,1
5763,12371.00,5,139,5,1
5764,1512.00,2,28,2,0
5765,139.80,2,20,2,1
5766,867.65,3,67,3,1
5767,414.92,1,46,1,0
5768,1257.75,3,45,3,1
5769,1425.00,3,57,3,1
5770,1903.32,2,68,2,1
5771,6279.00,3,91,3,2
5772,3504.00,3,48,3,0
5773,9152.00,4,104,4,3
5774,11084.00,6,163,6,1
5775,194.70,1,33,1,0
5776,539.64,1,36,1,0
5777,1404.00,2,54,2,0
5778,2034.63,2,37,2,1
5779,238.00,1,7,1,1
5780,836.00,1,22,1,0
5781,132.00,1,3,1,0
5782,1648.03,3,97,3,1
5783,598.00,1,40,1,1
5784,542.40,2,32,2,1
5786,417.90,1,42,1,0
5787,1409.53,1,47,1,0
5788,459.54,2,46,2,1
5789,2722.44,5,98,5,1
5790,1469.51,1,49,1,1
5792,986.70,2,66,2,0
5793,33.98,1,2,1,0
5794,168.87,2,13,2,0
5795,83.88,1,12,1,0
5796,362.60,1,28,1,0
5797,299.80,2,20,2,1
5798,239.60,1,8,1,0
5799,616.97,3,103,3,1
5800,175.00,1,7,1,1
5801,476.47,2,53,2,1
5802,392.00,1,4,1,0
5803,1424.05,3,95,3,2
5804,664.00,3,100,3,1
5805,296.70,1,23,1,0
5806,1020.00,3,51,3,1
5807,89.50,1,10,1,0
5809,1679.44,2,56,2,0
5811,405.72,1,9,1,0
5812,1177.38,3,62,3,1
