user_id,total_spent,n_pedidos,n_productos_diferentes,cantidad_total,ticket_medio,n_pedidos_devueltos,cluster
22500,1184.00,1,1,37,1184.00,0,0
22501,1634.00,1,2,47,1634.00,0,0
22503,1045.59,1,2,41,1045.59,0,0
22509,414.40,1,1,32,414.40,0,0
22510,805.69,1,1,31,805.69,0,0
22512,112.00,1,1,2,112.00,0,0
22514,722.00,1,1,19,722.00,0,0
22519,133.90,1,1,2,133.90,0,0
22524,1915.38,1,2,54,1915.38,0,0
22526,2480.98,1,2,71,2480.98,0,0
22527,332.75,1,1,25,332.75,0,0
22528,2000.00,1,2,29,2000.00,0,0
22533,7833.50,2,5,94,3916.75,1,1
22535,2942.10,1,1,35,2942.10,0,0
22537,1379.54,1,1,46,1379.54,0,0
22541,2818.99,2,2,43,1409.50,0,2
22544,585.76,2,2,31,292.88,0,2
22545,1828.50,1,1,30,1828.50,0,0
22565,480.00,1,1,6,480.00,0,0
22567,2350.08,1,1,48,2350.08,0,0
22570,750.50,1,1,19,750.50,0,0
22588,4288.82,2,6,82,2144.41,0,2
22592,891.00,1,1,18,891.00,0,0
22598,1032.50,1,1,35,1032.50,0,0
22604,2261.37,1,1,43,2261.37,0,0
22610,2760.00,1,1,40,2760.00,0,0
22620,12.00,1,1,1,12.00,0,0
22629,62.25,1,1,5,62.25,0,0
22647,546.00,1,1,13,546.00,0,0
22650,4593.90,1,3,64,4593.90,0,0
22652,4331.95,2,2,51,2165.97,0,2
22654,13737.75,1,2,75,13737.75,1,3
22659,1828.50,1,1,23,1828.50,0,0
22660,2288.30,1,2,53,2288.30,0,0
22661,503.76,1,1,24,503.76,0,0
22662,1462.00,1,1,43,1462.00,1,1
22663,503.55,1,1,45,503.55,0,0
22665,4172.75,1,2,85,4172.75,0,0
22667,3326.16,1,4,131,3326.16,1,1
22671,1143.36,1,2,78,1143.36,0,0
22672,967.92,1,2,16,967.92,0,0
22681,5968.07,2,5,113,2984.03,1,1
22686,2829.51,1,2,78,2829.51,0,0
22689,3038.10,1,1,38,3038.10,0,0
22697,2156.49,2,2,91,1078.25,0,2
22698,1550.67,1,1,33,1550.67,0,0
22700,985.71,1,1,29,985.71,0,0
22702,36.00,1,1,3,36.00,0,0
22707,925.00,1,1,37,925.00,0,0
22713,1261.50,1,2,39,1261.50,0,0
22715,1020.00,1,1,34,1020.00,0,0
22716,585.00,1,1,13,585.00,0,0
22719,15133.56,2,4,166,7566.78,0,3
22724,4600.20,2,2,71,2300.10,0,2
22727,1738.50,1,1,30,1738.50,0,0
22731,1706.32,1,1,28,1706.32,0,0
22736,2052.05,1,2,43,2052.05,0,0
22738,8908.99,1,4,145,8908.99,0,3
22741,320.00,1,1,20,320.00,0,0
22742,800.00,1,1,32,800.00,0,0
22745,731.58,1,2,31,731.58,0,0
22754,5395.59,1,2,85,5395.59,0,0
22758,2176.93,1,2,67,2176.93,0,0
22759,4108.00,1,1,26,4108.00,0,0
22760,1192.00,1,2,29,1192.00,1,1
22768,1744.50,1,2,20,1744.50,0,0
22769,1220.10,1,1,49,1220.10,0,0
22775,1176.96,1,1,12,1176.96,0,0
22776,2048.80,2,2,67,1024.40,0,2
22777,174.65,1,1,35,174.65,0,0
22779,956.99,2,2,39,478.49,0,2
22783,3850.00,1,1,35,3850.00,0,0
22791,4164.38,1,3,64,4164.38,0,0
22795,259.35,1,1,13,259.35,0,0
22797,4485.00,1,1,23,4485.00,0,0
22798,6833.40,2,3,84,3416.70,0,2
22800,4856.62,2,2,74,2428.31,0,2
22804,1899.42,1,2,48,1899.42,0,0
22809,2204.00,1,1,38,2204.00,0,0
22810,2875.00,1,1,23,2875.00,0,0
22811,5032.00,1,1,37,5032.00,0,0
22821,1944.00,1,1,27,1944.00,0,0
22822,3075.00,2,2,86,1537.50,0,2
22826,2533.44,1,1,24,2533.44,0,0
22827,2174.96,1,1,31,2174.96,0,0
22832,37.00,1,1,2,37.00,0,0
22834,1540.00,1,1,22,1540.00,0,0
22835,850.00,1,1,34,850.00,0,0
22836,349.75,1,1,25,349.75,0,0
22838,1449.00,1,1,42,1449.00,0,0
22849,4334.40,1,1,43,4334.40,0,0
22850,1680.00,1,1,28,1680.00,0,0
22857,1060.80,1,2,17,1060.80,1,1
22859,7645.00,1,1,11,7645.00,0,3
22860,6723.74,1,3,58,6723.74,0,3
22861,2176.92,2,3,129,1088.46,0,2
22871,159.75,1,1,5,159.75,0,0
22874,2860.00,1,1,44,2860.00,0,0
22875,879.80,1,2,14,879.80,1,1
22877,6802.20,1,1,36,6802.20,0,3
22882,1100.00,1,1,44,1100.00,0,0
22894,1899.62,1,1,38,1899.62,0,0
22899,1309.00,1,1,11,1309.00,0,0
22901,676.60,1,1,34,676.60,0,0
22912,3081.10,1,3,70,3081.10,0,0
22915,132.00,1,1,3,132.00,1,1
22919,7942.58,2,3,75,3971.29,0,2
22924,1785.20,1,1,40,1785.20,0,0
22926,1304.71,1,1,29,1304.71,0,0
22927,570.00,1,1,38,570.00,0,0
22928,41.70,1,1,6,41.70,0,0
22929,3800.00,1,1,19,3800.00,0,0
22930,2080.00,1,1,13,2080.00,0,0
22936,216.56,1,1,8,216.56,0,0
22939,1000.87,1,1,13,1000.87,0,0
22940,3323.91,1,2,33,3323.91,0,0
22947,332.00,1,1,2,332.00,0,0
22950,637.31,1,2,17,637.31,0,0
22952,1837.82,1,1,43,1837.82,0,0
22954,357.20,1,1,10,357.20,0,0
22961,1188.00,1,1,27,1188.00,0,0
22964,6679.86,2,3,72,3339.93,0,2
22967,877.02,1,1,47,877.02,1,1
22968,455.10,1,1,37,455.10,0,0
22970,2425.08,2,2,72,1212.54,1,1
22971,13.76,1,1,8,13.76,1,1
22975,1736.00,1,1,28,1736.00,0,0
22980,477.30,1,1,37,477.30,0,0
22988,494.89,1,1,11,494.89,0,0
22992,1368.00,1,1,19,1368.00,0,0
22996,972.00,2,2,42,486.00,0,2
22998,3357.80,2,2,35,1678.90,0,2
23000,1103.54,1,1,46,1103.54,0,0
23001,1341.60,1,1,48,1341.60,0,0
23004,803.96,1,2,8,803.96,0,0
23014,584.87,1,1,13,584.87,0,0
23017,775.00,1,1,31,775.00,0,0
23019,627.00,1,1,11,627.00,0,0
23022,1578.10,1,2,77,1578.10,0,0
23025,816.00,1,1,17,816.00,0,0
23029,7760.26,2,6,174,3880.13,0,2
23030,1091.61,1,1,39,1091.61,0,0
23033,7535.50,2,3,99,3767.75,0,2
23037,918.00,1,1,8,918.00,0,0
23039,13455.87,1,4,113,13455.87,0,3
23042,1653.83,1,2,58,1653.83,0,0
23047,3792.00,1,1,24,3792.00,0,0
23049,2761.00,2,4,85,1380.50,0,2
23050,564.00,1,1,47,564.00,0,0
23052,520.00,1,1,13,520.00,0,0
23059,1539.56,1,1,44,1539.56,0,0
23062,226.80,1,1,20,226.80,0,0
23064,1192.05,2,2,33,596.03,0,2
23073,3149.70,1,1,30,3149.70,0,0
23075,237.60,1,1,11,237.60,0,0
23077,4744.11,1,4,54,4744.11,2,1
23078,3905.70,1,3,77,3905.70,0,0
23084,739.15,1,2,33,739.15,0,0
23091,3260.00,1,1,20,3260.00,1,1
23094,1644.00,1,2,40,1644.00,0,0
23095,1434.96,1,2,20,1434.96,0,0
23096,5390.65,1,2,66,5390.65,0,0
23116,6581.53,2,5,106,3290.76,2,1
23121,2376.00,1,1,27,2376.00,1,1
23122,4479.68,1,1,32,4479.68,0,0
23129,2112.00,1,1,44,2112.00,0,0
23130,2629.75,1,2,65,2629.75,1,1
23140,303.62,1,1,38,303.62,0,0
23143,349.50,1,1,50,349.50,0,0
23148,7449.67,1,4,103,7449.67,0,3
23150,120.00,1,1,8,120.00,0,0
23151,2475.00,1,1,33,2475.00,0,0
23152,3691.00,2,2,59,1845.50,0,2
23154,3518.30,1,2,69,3518.30,0,0
23155,8259.55,2,3,95,4129.77,0,2
23157,1259.58,1,1,42,1259.58,0,0
23158,2099.30,1,1,14,2099.30,0,0
23161,6445.04,1,4,123,6445.04,1,1
23163,4274.63,2,2,56,2137.31,0,2
23171,2849.62,1,1,38,2849.62,0,0
23172,800.00,1,1,20,800.00,0,0
23185,3645.20,2,3,61,1822.60,0,2
23188,1352.00,1,1,26,1352.00,0,0
23192,416.15,1,1,7,416.15,0,0
23194,195.72,1,1,28,195.72,0,0
23198,2488.65,1,1,47,2488.65,0,0
23201,1972.59,1,1,47,1972.59,0,0
23204,548.96,1,1,16,548.96,0,0
23205,1599.60,1,1,40,1599.60,0,0
23210,7733.55,1,2,95,7733.55,0,3
23211,2376.00,1,1,27,2376.00,0,0
23212,293.93,1,1,7,293.93,0,0
23218,272.00,1,1,4,272.00,0,0
23219,495.00,1,1,11,495.00,0,0
23220,2602.60,2,2,78,1301.30,0,2
23235,382.50,1,1,17,382.50,0,0
23238,2533.52,1,2,64,2533.52,0,0
23242,3888.95,2,3,80,1944.47,0,2
23248,1380.00,1,1,23,1380.00,0,0
23250,1288.93,1,3,55,1288.93,0,0
23253,1029.30,1,1,30,1029.30,0,0
23256,1943.64,1,1,36,1943.64,0,0
23258,500.00,1,1,20,500.00,0,0
23261,312.00,1,1,8,312.00,0,0
23262,956.66,2,3,47,478.33,0,2
23265,154.92,1,1,12,154.92,0,0
23268,3672.73,2,4,53,1836.37,0,2
23273,4420.00,1,1,34,4420.00,0,0
23275,1408.00,1,1,44,1408.00,0,0
23287,3465.00,1,1,35,3465.00,0,0
23289,1936.00,1,2,29,1936.00,0,0
23291,1248.75,1,1,25,1248.75,0,0
23292,2028.00,1,1,26,2028.00,0,0
23294,2965.70,1,3,74,2965.70,0,0
23297,385.73,1,2,9,385.73,0,0
23298,108.50,1,1,7,108.50,0,0
23302,1564.00,1,1,34,1564.00,0,0
23306,3064.25,1,1,25,3064.25,1,1
23307,5094.43,1,3,30,5094.43,1,1
23308,1590.00,1,1,30,1590.00,0,0
23309,3336.00,1,1,24,3336.00,1,1
23317,3441.90,2,2,50,1720.95,0,2
23320,3940.12,1,4,119,3940.12,1,1
23322,1792.59,1,2,57,1792.59,0,0
23325,359.60,1,1,40,359.60,0,0
23326,239.00,1,1,1,239.00,0,0
23333,699.90,1,1,10,699.90,0,0
23341,1285.30,1,2,55,1285.30,0,0
23349,379.00,1,1,20,379.00,0,0
23350,179.90,1,1,2,179.90,0,0
23351,178.50,1,1,3,178.50,0,0
23360,288.00,1,1,24,288.00,0,0
23363,4856.36,1,3,76,4856.36,0,0
23369,461.86,1,1,14,461.86,0,0
23372,1140.57,1,1,23,1140.57,0,0
23373,4643.93,1,2,43,4643.93,0,0
23374,3838.68,1,4,101,3838.68,1,1
23381,4485.80,1,4,120,4485.80,0,0
23383,2709.28,1,2,72,2709.28,0,0
23393,975.52,1,1,28,975.52,0,0
23395,210.00,1,1,21,210.00,0,0
23405,1707.05,1,2,43,1707.05,0,0
23413,461.95,1,2,11,461.95,0,0
23414,437.60,1,1,10,437.60,0,0
23418,112.32,1,1,16,112.32,0,0
23419,1434.34,1,2,86,1434.34,0,0
23420,1250.77,1,1,19,1250.77,0,0
23427,2540.16,1,1,9,2540.16,0,0
23430,1694.45,1,2,71,1694.45,0,0
23437,1469.43,2,2,57,734.72,0,2
23444,405.00,1,1,6,405.00,0,0
23446,1216.59,1,2,41,1216.59,0,0
23456,1100.00,1,1,44,1100.00,0,0
23457,3358.25,2,2,50,1679.12,0,2
23459,4249.84,2,2,47,2124.92,0,2
23464,1670.05,1,3,103,1670.05,0,0
23471,440.00,1,1,20,440.00,0,0
23477,1166.10,1,1,39,1166.10,0,0
23478,2520.00,1,1,14,2520.00,0,0
23479,3028.15,1,2,81,3028.15,1,1
23481,7049.92,1,3,80,7049.92,0,3
23485,301.41,2,2,28,150.70,0,2
23491,2287.62,2,3,77,1143.81,0,2
23496,1250.00,1,1,50,1250.00,0,0
23497,2897.77,1,2,69,2897.77,0,0
23499,475.00,1,1,19,475.00,0,0
23503,59.00,1,1,1,59.00,0,0
23505,754.65,1,1,27,754.65,0,0
23507,2091.50,1,1,47,2091.50,0,0
23511,1200.00,1,1,48,1200.00,0,0
23513,419.65,1,1,7,419.65,0,0
23524,404.82,1,1,9,404.82,0,0
23525,810.00,1,1,27,810.00,0,0
23531,1701.63,1,1,37,1701.63,0,0
23533,452.16,1,1,36,452.16,0,0
23535,1680.00,1,1,28,1680.00,0,0
23537,29868.00,2,2,40,14934.00,0,3
23544,2205.00,1,1,21,2205.00,0,0
23545,1832.19,1,2,37,1832.19,0,0
23548,947.00,1,2,39,947.00,0,0
23552,2425.50,1,3,60,2425.50,0,0
23560,2119.81,1,4,45,2119.81,1,1
23562,6491.95,2,4,108,3245.97,0,2
23570,2699.70,1,1,30,2699.70,0,0
23574,559.60,1,2,56,559.60,1,1
23575,6805.00,1,4,137,6805.00,1,1
23578,336.00,1,1,12,336.00,0,0
23579,3693.26,1,4,82,3693.26,0,0
23582,2476.85,2,3,96,1238.43,0,2
23583,3513.23,1,2,56,3513.23,0,0
23584,1799.55,1,1,45,1799.55,0,0
23585,3780.00,1,1,20,3780.00,0,0
23586,7773.39,1,4,109,7773.39,0,3
23590,198.00,1,1,6,198.00,0,0
23594,1851.00,1,2,36,1851.00,0,0
23595,3197.00,1,1,46,3197.00,0,0
23609,1019.66,1,1,34,1019.66,0,0
23611,630.00,1,1,42,630.00,0,0
23613,7402.28,1,4,94,7402.28,0,3
23619,2970.00,1,1,15,2970.00,0,0
23620,899.90,1,1,5,899.90,0,0
23622,7581.10,3,5,152,2527.03,0,2
23623,2200.00,1,1,40,2200.00,0,0
23625,1649.03,1,2,30,1649.03,0,0
23630,1398.25,1,1,35,1398.25,0,0
23634,346.50,1,1,33,346.50,0,0
23636,408.00,1,1,24,408.00,0,0
23644,6797.91,3,6,124,2265.97,0,2
23645,174.93,1,1,7,174.93,1,1
23647,607.50,1,1,18,607.50,0,0
23650,2460.92,1,1,28,2460.92,0,0
23652,1889.59,1,1,37,1889.59,0,0
23664,141.36,1,1,2,141.36,0,0
23665,1711.80,1,1,30,1711.80,0,0
23668,55.30,1,1,14,55.30,0,0
23682,4865.12,1,2,63,4865.12,0,0
23687,746.81,1,2,20,746.81,0,0
23689,7291.05,1,1,39,7291.05,0,3
23692,224.00,1,1,4,224.00,0,0
23693,436.54,1,1,23,436.54,0,0
23696,685.23,1,1,39,685.23,0,0
23701,2279.84,2,2,36,1139.92,0,2
23715,1475.55,2,2,45,737.78,0,2
23717,2729.26,1,4,60,2729.26,0,0
23724,500.00,1,1,25,500.00,0,0
23744,5645.34,2,5,89,2822.67,0,2
23751,1817.00,1,1,23,1817.00,1,1
23753,5021.64,1,2,79,5021.64,0,0
23754,1797.75,1,1,47,1797.75,0,0
23756,1872.00,1,1,18,1872.00,0,0
23758,968.00,1,1,11,968.00,0,0
23763,3459.27,1,3,75,3459.27,0,0
23767,94.81,1,1,19,94.81,1,1
23783,3534.00,2,2,50,1767.00,0,2
23785,3312.00,1,1,48,3312.00,0,0
23790,2474.55,1,1,45,2474.55,0,0
23791,324.00,1,1,27,324.00,0,0
23792,1637.35,1,1,13,1637.35,0,0
23793,756.00,1,1,36,756.00,0,0
23794,4450.00,1,1,50,4450.00,0,0
23801,4783.70,1,4,61,4783.70,0,0
23802,4589.58,1,2,47,4589.58,0,0
23810,1935.50,1,1,49,1935.50,0,0
23812,1248.00,1,1,48,1248.00,0,0
23817,1408.00,2,2,16,704.00,0,2
23820,458.73,1,1,27,458.73,0,0
23823,3763.20,1,1,42,3763.20,0,0
23824,134.72,1,2,11,134.72,0,0
23825,6288.48,3,6,105,2096.16,0,2
23826,1269.84,1,1,39,1269.84,0,0
23827,3100.50,1,1,39,3100.50,0,0
23832,1194.06,1,1,42,1194.06,0,0
23838,3366.00,1,1,17,3366.00,0,0
23839,5543.38,1,4,106,5543.38,0,0
23841,798.00,1,1,38,798.00,1,1
23850,3800.00,1,1,38,3800.00,0,0
23853,8346.00,1,1,39,8346.00,0,3
23855,1049.30,1,1,35,1049.30,0,0
23858,3068.80,1,2,88,3068.80,1,1
23860,4203.55,1,1,29,4203.55,0,0
23862,109.89,1,1,11,109.89,1,1
23863,3030.30,1,3,134,3030.30,0,0
23868,9236.00,1,1,50,9236.00,0,3
23874,3840.51,1,4,99,3840.51,0,0
23878,5961.71,2,3,55,2980.85,1,1
23883,7114.26,3,5,139,2371.42,0,2
23885,2415.00,1,1,35,2415.00,0,0
23890,2889.00,1,1,27,2889.00,0,0
23903,671.76,1,1,24,671.76,1,1
23905,402.11,2,2,33,201.05,1,1
23908,4756.90,1,3,83,4756.90,0,0
23909,9249.86,3,5,138,3083.29,0,2
23911,597.54,1,1,46,597.54,0,0
23913,3552.00,1,1,37,3552.00,0,0
23916,3506.73,1,2,64,3506.73,0,0
23917,4643.27,1,3,40,4643.27,0,0
23921,1483.65,1,1,27,1483.65,0,0
23922,6960.33,1,3,123,6960.33,0,3
23926,552.00,1,1,12,552.00,1,1
23927,384.00,1,1,4,384.00,0,0
23929,454.61,1,1,13,454.61,0,0
23930,233.64,1,1,36,233.64,0,0
23937,3069.00,1,1,33,3069.00,0,0
23941,275.00,1,1,11,275.00,0,0
23942,573.60,1,1,48,573.60,0,0
23944,3876.18,1,1,33,3876.18,0,0
23945,167.88,1,1,12,167.88,0,0
23946,2828.86,1,3,88,2828.86,0,0
23949,322.00,1,1,23,322.00,1,1
23952,355.50,1,1,45,355.50,0,0
23954,3465.00,1,2,63,3465.00,0,0
23955,397.50,1,1,15,397.50,0,0
23963,3956.35,1,2,73,3956.35,0,0
23964,443.40,1,1,12,443.40,0,0
23966,181.86,1,1,14,181.86,0,0
23971,823.35,1,1,33,823.35,0,0
23977,4302.51,2,4,83,2151.25,0,2
23980,375.00,1,1,15,375.00,0,0
23984,6039.90,1,4,100,6039.90,0,3
23991,2816.00,1,1,32,2816.00,2,1
23995,3160.50,1,1,49,3160.50,0,0
24001,9662.20,3,4,114,3220.73,0,2
24002,6320.00,2,3,98,3160.00,0,2
24004,263.28,1,1,12,263.28,0,0
24006,2400.00,1,1,30,2400.00,0,0
24008,1017.55,1,2,59,1017.55,0,0
24016,238.08,1,1,8,238.08,0,0
24017,1408.00,1,1,16,1408.00,0,0
24019,1157.50,1,3,56,1157.50,0,0
24022,894.00,1,2,30,894.00,0,0
24023,719.55,1,1,45,719.55,0,0
24024,1518.62,1,4,119,1518.62,0,0
24030,3337.50,2,3,101,1668.75,0,2
24043,314.81,1,2,10,314.81,0,0
24047,199.92,1,1,8,199.92,0,0
24049,1120.00,1,1,20,1120.00,0,0
24059,120.30,1,1,6,120.30,1,1
24061,831.80,1,1,4,831.80,1,1
24063,1250.00,1,1,50,1250.00,0,0
24064,1194.81,2,2,81,597.40,0,2
24066,11153.58,1,4,102,11153.58,0,3
24068,351.56,1,1,22,351.56,0,0
24071,8265.00,1,2,77,8265.00,0,3
24076,3816.00,1,1,48,3816.00,0,0
24080,4916.96,1,3,114,4916.96,0,0
24085,2703.50,1,3,51,2703.50,0,0
24087,3833.64,1,2,54,3833.64,0,0
24090,5444.74,1,4,108,5444.74,0,0
24093,460.00,1,1,46,460.00,0,0
24097,1080.00,1,1,27,1080.00,1,1
24101,128.94,1,1,6,128.94,0,0
24102,4312.89,1,2,57,4312.89,0,0
24104,7036.46,2,5,161,3518.23,0,2
24108,159.52,1,1,4,159.52,0,0
24109,2494.00,1,1,43,2494.00,0,0
24110,231.00,1,1,3,231.00,0,0
24111,1854.55,1,1,29,1854.55,0,0
24117,712.00,1,1,4,712.00,0,0
24124,215.22,1,1,17,215.22,0,0
24125,2977.91,2,4,86,1488.95,0,2
24127,1103.04,1,1,48,1103.04,0,0
24129,9118.92,2,3,25,4559.46,0,2
24133,1633.98,1,2,24,1633.98,0,0
24137,4134.71,1,3,81,4134.71,0,0
24142,5622.89,2,3,67,2811.44,0,2
24146,2924.00,1,2,82,2924.00,0,0
24148,915.04,1,1,43,915.04,0,0
24157,5636.40,1,3,108,5636.40,0,0
24162,1098.81,1,2,21,1098.81,0,0
24165,4676.60,2,2,32,2338.30,0,2
24167,4150.17,1,4,66,4150.17,0,0
24169,989.55,1,1,9,989.55,0,0
24171,3068.00,1,1,26,3068.00,0,0
24172,1785.53,1,1,47,1785.53,0,0
24174,418.00,1,1,19,418.00,0,0
24175,1074.15,1,2,40,1074.15,0,0
24177,1598.10,1,2,78,1598.10,0,0
24180,3739.66,1,1,34,3739.66,0,0
24184,5246.50,1,1,35,5246.50,0,0
24185,2894.85,2,2,53,1447.42,1,1
24186,102.00,1,1,6,102.00,0,0
24193,65.98,1,1,2,65.98,0,0
24199,3280.00,1,2,60,3280.00,0,0
24200,2599.60,1,1,40,2599.60,0,0
24204,2320.00,1,1,40,2320.00,0,0
24205,1545.42,1,1,43,1545.42,0,0
24208,30.00,1,1,5,30.00,1,1
24213,6589.00,1,2,44,6589.00,0,3
24215,170.28,1,1,33,170.28,0,0
24216,1040.00,1,1,26,1040.00,0,0
24222,2615.88,1,2,30,2615.88,0,0
24225,2950.00,1,1,50,2950.00,0,0
24226,1361.60,1,1,37,1361.60,0,0
24229,1322.02,1,1,49,1322.02,0,0
24233,659.40,1,1,12,659.40,0,0
24236,1960.00,1,1,28,1960.00,0,0
24243,3239.64,1,1,36,3239.64,0,0
24244,1053.00,1,1,27,1053.00,0,0
24256,280.00,1,1,8,280.00,0,0
24261,1549.69,1,1,31,1549.69,0,0
24263,3511.28,1,4,97,3511.28,0,0
24272,2699.15,1,3,90,2699.15,0,0
24274,490.92,1,1,12,490.92,0,0
24276,11915.94,1,3,85,11915.94,0,3
24282,6356.58,2,3,108,3178.29,0,2
24285,10809.53,1,1,47,10809.53,0,3
24287,755.32,1,1,46,755.32,0,0
24289,540.80,1,1,26,540.80,0,0
24290,2064.00,1,1,43,2064.00,0,0
24303,924.00,1,1,42,924.00,0,0
24305,2400.00,1,1,32,2400.00,0,0
24307,1859.67,2,2,81,929.83,0,2
24308,2265.58,1,2,42,2265.58,0,0
24314,360.00,1,1,18,360.00,0,0
24319,2338.24,2,4,67,1169.12,0,2
24322,11755.62,2,5,180,5877.81,0,3
24323,36.18,1,1,2,36.18,0,0
24325,819.00,1,1,14,819.00,0,0
24333,407.66,1,1,34,407.66,0,0
24338,76.86,1,1,7,76.86,0,0
24346,490.00,1,1,49,490.00,0,0
24351,1734.22,1,3,72,1734.22,1,1
24353,4508.00,1,1,46,4508.00,0,0
24359,104.93,1,1,7,104.93,0,0
24365,3239.64,1,1,36,3239.64,0,0
24366,1258.95,1,1,21,1258.95,0,0
24370,2123.66,1,2,80,2123.66,0,0
24372,6359.68,2,4,112,3179.84,0,2
24376,3261.18,1,1,39,3261.18,0,0
24377,902.30,1,1,14,902.30,0,0
24383,3156.00,1,2,58,3156.00,0,0
24392,785.28,1,2,50,785.28,0,0
24393,995.22,2,2,19,497.61,0,2
24394,6238.00,2,3,82,3119.00,0,2
24396,84.90,1,1,10,84.90,0,0
24398,3147.90,1,1,42,3147.90,0,0
24404,1439.76,1,1,24,1439.76,0,0
24412,6351.00,3,4,96,2117.00,0,2
24413,2256.16,3,3,64,752.05,0,2
24414,271.84,1,1,16,271.84,0,0
24417,22538.05,2,6,183,11269.02,0,3
24420,148.64,1,1,16,148.64,0,0
24421,259.80,1,1,20,259.80,0,0
24423,2943.00,2,2,42,1471.50,0,2
24427,163.80,1,1,4,163.80,0,0
24428,1099.78,1,1,22,1099.78,0,0
24431,1666.17,1,1,33,1666.17,0,0
24433,1449.80,1,1,44,1449.80,0,0
24434,550.00,1,1,11,550.00,0,0
24435,564.00,1,1,12,564.00,0,0
24437,76.50,1,1,9,76.50,0,0
24441,2255.71,1,2,57,2255.71,0,0
24445,4378.00,1,1,44,4378.00,0,0
24446,27.99,1,1,1,27.99,0,0
24451,1160.00,1,1,29,1160.00,0,0
24455,2559.20,1,1,16,2559.20,0,0
24457,1873.88,2,4,72,936.94,0,2
24464,6505.67,2,4,78,3252.84,0,2
24469,2520.00,1,1,42,2520.00,0,0
24475,985.66,1,1,34,985.66,0,0
24479,2532.55,2,3,70,1266.27,0,2
24480,360.00,1,1,24,360.00,0,0
24484,1169.83,2,2,37,584.92,0,2
24485,27.00,1,1,3,27.00,0,0
24486,415.87,1,1,13,415.87,0,0
24490,919.75,1,2,26,919.75,0,0
24493,2599.40,2,3,64,1299.70,0,2
24500,2819.05,2,3,49,1409.53,0,2
24506,602.00,1,1,43,602.00,1,1
24510,3057.85,1,3,54,3057.85,0,0
24511,407.66,1,1,34,407.66,0,0
24513,63.60,1,1,4,63.60,1,1
24515,332.46,1,1,6,332.46,0,0
24516,4423.07,1,2,61,4423.07,0,0
24521,3494.43,1,1,41,3494.43,0,0
24523,1421.00,1,1,29,1421.00,0,0
24527,1700.00,1,1,34,1700.00,0,0
24530,59.95,1,1,1,59.95,0,0
24531,251.28,1,1,8,251.28,0,0
24532,399.84,1,1,24,399.84,0,0
24533,375.00,1,1,15,375.00,0,0
24536,555.50,1,1,25,555.50,0,0
24537,1987.35,1,2,57,1987.35,0,0
24540,1150.00,1,1,46,1150.00,0,0
24541,5880.00,1,1,42,5880.00,0,3
24543,1975.00,1,1,50,1975.00,0,0
24544,479.20,1,1,16,479.20,0,0
24551,837.20,1,2,32,837.20,0,0
24552,99.50,1,1,10,99.50,0,0
24555,663.30,1,1,45,663.30,0,0
24556,4921.49,1,4,82,4921.49,1,1
24559,1257.66,1,1,34,1257.66,0,0
24565,649.50,1,1,50,649.50,0,0
24566,18635.66,2,3,75,9317.83,0,3
24572,320.00,1,1,2,320.00,0,0
24586,1902.40,1,1,32,1902.40,0,0
24600,4542.86,1,2,41,4542.86,1,1
24602,567.00,1,1,18,567.00,0,0
24603,2091.50,1,1,47,2091.50,0,0
24605,335.72,1,1,28,335.72,0,0
24609,441.74,1,1,26,441.74,0,0
24610,798.83,1,1,17,798.83,0,0
24612,2795.40,2,3,71,1397.70,0,2
24618,2309.67,1,1,33,2309.67,0,0
24621,269.91,1,1,9,269.91,0,0
24622,6707.70,2,3,82,3353.85,0,2
24628,1879.53,1,1,47,1879.53,0,0
24629,2085.00,1,1,30,2085.00,0,0
24630,2750.00,1,1,22,2750.00,0,0
24640,1592.50,1,2,35,1592.50,0,0
24649,1976.00,1,1,38,1976.00,0,0
24654,1691.35,1,2,42,1691.35,1,1
24655,11280.00,1,1,47,11280.00,0,3
24656,981.84,1,1,24,981.84,0,0
24657,239.52,1,1,48,239.52,0,0
24658,2582.83,1,4,109,2582.83,0,0
24660,59.98,1,1,2,59.98,0,0
24669,1428.26,1,3,59,1428.26,0,0
24680,18456.00,1,4,124,18456.00,0,3
24685,3390.80,1,2,91,3390.80,0,0
24689,108.00,1,1,6,108.00,0,0
24694,2719.66,1,1,34,2719.66,0,0
24699,318.00,1,1,20,318.00,0,0
24702,2099.72,1,1,14,2099.72,0,0
24708,3241.59,1,1,47,3241.59,0,0
24725,623.52,1,1,48,623.52,0,0
24726,1176.00,1,1,28,1176.00,0,0
24735,687.20,1,1,16,687.20,0,0
24736,5850.00,1,1,26,5850.00,0,3
24740,689.10,1,1,30,689.10,0,0
24747,987.00,1,1,30,987.00,0,0
24748,1136.20,1,1,38,1136.20,0,0
24749,2431.05,1,1,19,2431.05,0,0
24766,750.00,1,1,10,750.00,0,0
24767,594.00,1,1,27,594.00,0,0
24770,1156.50,1,1,45,1156.50,0,0
24771,1682.00,1,1,29,1682.00,0,0
24774,4353.48,2,4,138,2176.74,0,2
24778,4189.88,1,4,83,4189.88,0,0
24784,5538.20,1,3,103,5538.20,0,0
24787,3045.00,1,1,29,3045.00,0,0
24793,494.50,1,1,23,494.50,0,0
24806,3005.00,1,2,75,3005.00,0,0
24808,210.32,1,1,8,210.32,0,0
24817,50.75,1,1,1,50.75,1,1
24819,1483.50,1,1,43,1483.50,1,1
